Client ID,,Legal Name,Client Name,Branch,Last Contact,Client Type,Industry Sectors,Phone,Account Manager,Handler,
2317,,ICON ELECTRICAL & AIR PTY LTD,Icon Electrical and Air,WA GT,28/06/2023,Archived,2317,413551491,Kevin Presenza,Kevin Presenza,
6946,,IKD Interiors and Commercial Fitouts PTY LTD,IKD Interiors,WA GT,02/02/2021,Archived,6946,,,Goran Mirosevic,
5108,,IMPACT Services Pty Ltd,IMPACT Services (GT),WA GT,27/11/2020,Archived,5108,(08) 9892 7444,,,
8317,,Incite Security Pty Ltd,Incite Security Pty Ltd,WA GT,25/08/2020,Archived,8317,08 9964 7870,Amie Atkinson,Amie Atkinson,
2093,,Indigo Electronics Pty Ltd,Indigo Electronics Pty Ltd,WA GT,18/02/2019,Archived,2093,0423 603 187,Amie Atkinson,Amie Atkinson,
2245,,"CHETWYND, AARON MARCHANT",Insight Decking & Carpentry (GT),WA GT,17/10/2022,Archived,2245,895230304,,,
2229,,INTERSTRUCT WA PTY LTD,INTERSTRUCT CEILINGS GT,WA GT,28/03/2022,Archived,2229,892408257,Tony Del Borello,Tony Del Borello,
2018,,,Ironmonger Building Company,WA GT,29/01/2021,Archived,2018,898414479,,,
4049,,Italian Gurus Pty Ltd,Ischia,WA GT,28/03/2022,Archived,4049,,Chloe Woodgate,,
1834,,B.D BUTTERLY & J.L BUTTERLY,Island Bricklaying,WA GT,28/03/2022,Archived,1834,895356969,,,
4697,,Ital Cabinets Pty Ltd,Ital Cabinets (GT),WA GT,16/11/2018,Archived,4697,08 9303 9106,Andrew Penson,,
8633,,Castlehow Nominees,J & S Castlehow Electrical Services,WA GT,26/08/2020,Archived,,08 9841 4888,,,
2174,,JA & JA Seppala,JA & JA Seppala,WA GT,05/10/2020,Archived,2174,,Amie Atkinson,Amie Atkinson,
2246,,Jacksons Roofing,Jacksons Roofing,WA GT,28/03/2022,Archived,2246,417854630,Paul Bird,Paul Bird,
2843,,James Groom Building Pty Ltd,James Groom Building Pty Ltd,WA GT,30/11/2020,Archived,2843,0429 643 812,Amie Atkinson,Amie Atkinson,
2265,,JAMES ROBERTS PTY LTD,James Roberts,WA GT,28/03/2022,Archived,2265,433214427,Tony Del Borello,Tony Del Borello,
8445,,Jayden Whale Carpentry,Jayden Whale Carpentry,WA GT,28/07/2020,Archived,8445,,Goran Mirosevic,Goran Mirosevic,
1540,,JDA Bricklaying,JDA Bricklaying,WA GT,28/03/2022,Archived,1540,,Wayne Hancock,Wayne Hancock,
568,,CHANGJO PTY LTD,Jeff Dial Constructions,WA GT,18/11/2020,Archived,568,0418 912 874,Murray Wilson,Murray Wilson,
10228,,Grade Pine Society Pty Ltd,Jerem Construction,WA GT,11/04/2022,Archived,,0450 798 148,Caris Aziz,Goran Mirosevic,
1810,,The Trustee for Clough Family Trust,Jims Building Maintenance,WA GT,10/08/2021,Archived,1810,467070895,Tony Harvey,Tony Harvey,
10093,,Joseph Hardinge,JMH Brickworks,WA GT,18/10/2021,Archived,,0408 662 184,Monika Southern,Murray Wilson,
2511,,J&L Hirst Pty Ltd,JMH Group,WA GT,26/08/2021,Archived,2511,08 9935 9350,Amie Atkinson,Amie Atkinson,
2563,,JMR Cabling Solutions,JMR Cabling Solutions (GT),WA GT,10/08/2021,Archived,,,Kevin Presenza,Kevin Presenza,
5783,,Joel Jai Fryer,Joel Jai Fryer,WA GT,30/06/2021,Archived,5783,414420029,,Murray Wilson,
2207,,JOHN ALDER,John Alder,WA GT,09/04/2020,Archived,2207,417928603,,,
2007,,John Bartlett Electrical Pty Ltd,John Bartlett Electrical Pty Ltd,WA GT,28/03/2022,Archived,2007,893371534,,,
9219,,Jones Carpentry & Building,Jones Carpentry & Building,WA GT,22/09/2020,Archived,,na,Murray Wilson,Murray Wilson,
2327,,"DOUGLAS, JOSHUA",Josh Douglas,WA GT,28/03/2022,Archived,2327,404767217,Tony Del Borello,Tony Del Borello,
743,,"SMITH-INCE, JOSHUA",Josh's Bricklaying,WA GT,10/08/2021,Archived,,422029235,,Tony Del Borello,
1787,,JS ELECTRICAL SERVICES PTY LTD,JS Electrical Services Pty Ltd,WA GT,28/06/2023,Archived,1787,401096119,,,
704,,"CLARKE, JULIAN",Julian Clarke,WA GT,10/08/2021,Archived,704,417973982,Wayne Hancock,Wayne Hancock,
9641,,Justin James Butler,Jura Carpentry Services,WA GT,12/07/2022,Archived,,0438 004 718,Goran Mirosevic,Goran Mirosevic,
1838,,"MACKEAN, JUSTIN",Justin MacKean,WA GT,28/03/2022,Archived,1838,400205692,Paul Bird,Paul Bird,
7233,,Just-In-TImber pty ltd,Just-In-TImber,WA GT,07/02/2020,Archived,,,,,
2356,,The trustee for the Jaime Cragan Family Trust,JW & AK Cragan Bricklaying Pty Ltd,WA GT,13/02/2020,Archived,2356,899653949,Amie Atkinson,Amie Atkinson,
1588,,JWS CARPENTRY,JWS Carpentry,WA GT,28/03/2022,Archived,1588,93995062,Tony Del Borello,Tony Del Borello,
2049,,The Trustee for KELVIN CASTLEHOW FAMILY TRUST,K & T Castlehow Builders (GT),WA GT,23/02/2018,Archived,2049,898423230,Andrew Penson,Andrew Penson,
3795,,K & TM Lee Bricklaying,K & TM Lee Bricklaying,WA GT,28/03/2022,Archived,3795,,Chloe Woodgate,Wayne Hancock,
1708,,,Kaj Nielsen,WA GT,20/02/2019,Archived,1708,898447843,Andrew Penson,Andrew Penson,
2274,,Kevin Charles Bingham,KCB Bricklaying,WA GT,28/10/2021,Archived,2274,410274101,Murray Wilson,Murray Wilson,
2176,,The J Kelly Family Trust,Kelly's Truck and Marine Service,WA GT,13/02/2020,Archived,2176,899643444,Amie Atkinson,Amie Atkinson,
749,,KEYLINE INDUSTRIES PTY LTD,Keyline Industries Pty Ltd,WA GT,28/03/2022,Archived,749,893302500,,,
2513,,Keystone Building and Developments Pty Ltd,Keystone Building and Developments Pty Ltd,WA GT,28/03/2022,Archived,2513,08 9379 1442,Tony Del Borello,Tony Del Borello,
5739,,Keza WA Pty Ltd,Keza WA Pty Ltd,WA GT,03/06/2020,Archived,5739,427559041,Chloe Woodgate,,
593,,KFORM CONTRACTING PTY LTD,KForm Contracting Pty Ltd,WA GT,10/08/2021,Archived,593,0450 342 537,,,
2219,,KG Hastie,KG Hastie (GT),WA GT,26/02/2020,Archived,2219,427448455,Andrew Penson,Andrew Penson,
3753,,baking family trust,Kingas Carpentry Services Pty Ltd,WA GT,28/03/2022,Archived,3753,427833427,,,
2446,,The Trustee for Sisley Family Trust,Kingdom Property Solutions Pty Ltd,WA GT,28/03/2022,Archived,2446,,,,
1710,,,Kinnear Bros,WA GT,30/11/2020,Archived,1710,08 9842 15754,,,
1801,,K.J NEWNHAM & R.J NEWNHAM,KJ Newnham & RJ Newnham,WA GT,28/03/2022,Archived,1801,405613000,Wayne Hancock,Wayne Hancock,
2502,,K MARTIN & O.T MARTIN,KJV Carpentry,WA GT,30/11/2022,Archived,2502,422140711,Goran Mirosevic,Goran Mirosevic,
6339,,KP Electric (Australia) PTY LTD,KP Electric,WA GT,30/11/2022,Archived,6339,08 9460 1522,,Mark Howe,
708,,Kwik Stix Carpentry Pty Ltd,Kwik Stix Carpentry,WA GT,28/03/2022,Archived,708,0419 114 589,,,
2392,,L P HARVEY ROOFING,L P Harvey Roofing,WA GT,28/03/2022,Archived,2392,401178018,Tony Del Borello,Tony Del Borello,
9981,,The trustee for Larner Family Trust,Larners Roof Carpentry (GT),WA GT,30/11/2021,Archived,,0402 675 459,Clementine Elia,Goran Mirosevic,
4780,,Larsens Refrigeration & Airconditiong,Larsens Refrigeration & Airconditiong,WA GT,28/03/2022,Archived,4780,,Chloe Woodgate,,
6297,,LCB Electrics Pty Ltd,LCB Electrics Pty Ltd,WA GT,28/06/2023,Archived,6297,4181722235,,,
769,,,LCMG Electrical,WA GT,02/12/2019,Archived,769,895254636,,Kevin Presenza,
1535,,"MACKENZIE, BRENNAN JOHN",Leschenault Carpentry,WA GT,28/03/2022,Archived,1535,427795690,Paul Bird,Paul Bird,
1550,,LG Roofing,LG Roofing,WA GT,19/01/2021,Archived,1550,407388089,Goran Mirosevic,Goran Mirosevic,
9055,,Liam Tennick Carpentry,Liam Tennick Carpentry,WA GT,28/01/2021,Archived,,404199930,Goran Mirosevic,Goran Mirosevic,
1611,,Lighthouse Keeper Pty Ltd,Lighthouse Quality Hotel - Bunbury GT,WA GT,06/08/2019,Archived,1611,97812700,,,
8888,,Linwood Electrical,Linwood Electrical,WA GT,29/06/2023,Archived,8888,,,,
2032,,Christopher John Liprino,LIPRINO'S PAINTING SERVICE,WA GT,09/03/2020,Archived,2032,409205335,Amie Atkinson,Amie Atkinson,
2440,,LIVE N UP ELECTRICAL,Live N Up Electrical,WA GT,28/06/2023,Archived,2440,419933715,Kevin Presenza,Kevin Presenza,
10051,,LMH Builders PTY LTD,LMH Builders,WA GT,30/08/2021,Archived,,0409 145 610,,Goran Mirosevic,
3096,,The trustee for The Bell Family Trust,Lone Wolf Electrical,WA GT,28/03/2022,Archived,3096,0402 621 208,,,
2501,,LUKE EDWARDS,LUKE EDWARDS,WA GT,10/08/2021,Archived,2501,424773166,Chloe Woodgate,Tony Harvey,
9271,,LKM Family Trust - Luke Edwards,Luke Edwards,WA GT,02/02/2021,Archived,9271,424773166,,,
2309,,Luke Reid,Luke Reid - GT,WA GT,31/10/2021,Archived,2309,417174122,,,
2136,,THE LYON FAMILY TRUST,Lyon Contracting Pty Ltd,WA GT,10/08/2021,Archived,2136,418914746,Tony Del Borello,Tony Del Borello,
8959,,M and A Pinho Building,M and A Pinho Building,WA GT,20/08/2020,Archived,,,,,
8272,,M Construction (WA) Pty Ltd,M Construction (WA) Pty Ltd,WA GT,17/09/2020,Archived,,08 6380 0444,,,
2164,,M SCOBLE CARPENTRY PTY LTD,M Scoble Carpentry Pty Ltd,WA GT,28/03/2022,Archived,2164,418907266,Tony Del Borello,Tony Del Borello,
4084,,M.Mackenzie & P.S.Southworth,M.Mackenzie & P.S.Southworth,WA GT,28/03/2022,Archived,4084,,Paul Bird,Paul Bird,
1542,,"PENGILLY, MICHAEL TERENCE",Maintenance Electrical Trades Services,WA GT,29/03/2022,Archived,1542,418918000,Kevin Presenza,Kevin Presenza,
6022,,,Martin Painting,WA GT,08/08/2019,Archived,6022,,Chloe Woodgate,,
9897,,,matchworks,WA GT,,Archived,9897,,,,
10057,,,matchworks,WA GT,,Archived,10057,,,,
2238,,"GANGELL, MATTHEW GLYNN",Matthew Gangell,WA GT,12/01/2021,Archived,2238,430099368,,,
10053,,,max employment,WA GT,,Archived,,,,,
595,,,Mayvis Electrical,WA GT,31/10/2017,Archived,,08 9302 6455,Kevin Presenza,,
2115,,Mayvis Electrical,Mayvis Electrical (ALB-GT),WA GT,31/10/2017,Archived,,893026455,Andrew Penson,Andrew Penson,
4656,,McAullay Builders Pty Ltd,McAullay Builders Pty Ltd,WA GT,01/10/2019,Archived,4656,,Amie Atkinson,Amie Atkinson,
2057,,McCabe Family Trust,McCabe Carpentry,WA GT,25/05/2023,Archived,2057,410056005,Amie Atkinson,Amie Atkinson,
10493,,George Henry Smith,Meta Building & Construction,WA GT,22/05/2023,Archived,10493,0417 835 386,Monika Southern,Goran Mirosevic,
2068,,Metrowest Electrical & Communications Pty Ltd,Metro West Electrical (GT),WA GT,28/06/2023,Archived,2068,894160666,Kevin Presenza,Kevin Presenza,
3486,,Metropolitan Roads Improvement Alliance,Metropolitan Roads Improvement Alliance GT,WA GT,12/12/2019,Archived,3486,08 9263 8300,Chloe Woodgate,,
1714,,,Michael Cooney Carpentry,WA GT,01/05/2018,Archived,1714,898429754,Andrew Penson,Andrew Penson,
2128,,"KELLEHER, MICHAEL JEFFERSON",Michael Kelleher Bricklaying Services,WA GT,29/03/2022,Archived,2128,407337656,Tony Harvey,Tony Harvey,
5017,,M Browne & N Browne Trading As Micks Bricklaying,Micks Bricklaying,WA GT,10/08/2021,Archived,5017,449021457,Chloe Woodgate,Tony Del Borello,
4516,,,Midwest Garage Doors,WA GT,05/02/2020,Archived,4516,,Amie Atkinson,Amie Atkinson,
2123,,Midwest Mowers & Small Engines and Phone a Mower,Midwest Mowers & Small Engines (GT),WA GT,19/03/2020,Archived,2123,08 9921 8300,Amie Atkinson,Amie Atkinson,
6653,,M W Robins,Mike Robins Carpentry,WA GT,28/01/2021,Archived,6653,400205948,Goran Mirosevic,Goran Mirosevic,
2973,,Mint Exclusive Carpentry,Mint Exclusive Carpentry,WA GT,29/03/2022,Archived,2973,,Tony Del Borello,Tony Del Borello,
1807,,OCRIM CONTRACTING PTY LTD,Mirco Carpentry,WA GT,29/03/2022,Archived,1807,420223111,Tony Del Borello,Tony Del Borello,
1944,,ML Morris Carpentry,ML Morris Carpentry (GT),WA GT,18/06/2021,Archived,1944,409922474,Amie Atkinson,Amie Atkinson,
1968,,MNS Electrical & Data Pty Ltd,MNS Electrical & Data Pty Ltd - (Perth GT),WA GT,28/06/2023,Archived,1968,401222954,Mark Howe,Mark Howe,
4314,,The Trust for the Mulchay Family Trust,Momentum Roof Carpentry PTY LTD,WA GT,10/08/2021,Archived,4314,,Tony Del Borello,Tony Del Borello,
2047,,Moore Power & Cool,Moore Power & Cool (GT),WA GT,02/07/2020,Archived,2047,898412289,Andrew Penson,Andrew Penson,
768,,MPA ELECTRICAL SERVICES PTY LTD,MPA Electrical Pty Ltd,WA GT,29/03/2022,Archived,768,892561073,,,
3451,,MPH Electrical,MPH Electrical,WA GT,28/06/2023,Archived,3451,0448 914 580,Chloe Woodgate,Kevin Presenza,
3118,,"HIBBEN, MATTHEW RAYMOND",MRH Carpentry,WA GT,29/03/2022,Archived,3118,0402 229 962,Tony Del Borello,Tony Del Borello,
3474,,Birchgate Holdings WA P/L,Multicom Electrical (GT),WA GT,18/06/2020,Archived,3474,08 9918 0760,Amie Atkinson,Amie Atkinson,
2289,,Pharen Michael Clarke,Mundaring Building and Maintenance,WA GT,10/08/2021,Archived,2289,892989796,Chloe Woodgate,Tony Del Borello,
9799,,Myles Construction,Myles Construction Pty Ltd - GT,WA GT,31/08/2021,Archived,,431141536,Goran Mirosevic,Goran Mirosevic,
2033,,D&J Mynott Family Trust,Mynott Construction,WA GT,29/03/2022,Archived,2033,429329308,Tony Del Borello,Tony Del Borello,
1716,,,Nathan Welshman,WA GT,14/12/2017,Archived,,407997674,Andrew Penson,Andrew Penson,
2561,,The Trustee for National Reinforcing group,National Reinforcing Group,WA GT,29/03/2022,Archived,2561,,,,
4194,,NB Carpentry Services Pty Ltd,NB Carpentry Services Pty Ltd,WA GT,18/06/2020,Archived,4194,,Tony Del Borello,Tony Del Borello,
1520,,NEOWEST BUILDING CO PTY LTD,Neowest Building Co Pty Ltd,WA GT,29/03/2022,Archived,,893011026,Charlotte Sutton,,
1947,,New Vision Carpentry,New Vision Carpentry,WA GT,29/03/2022,Archived,1947,93411943,,,
3813,,,Next Level Construction,WA GT,29/03/2022,Archived,3813,,Chloe Woodgate,,
1539,,"REED, NIGEL",Nigel Reed Carpentry,WA GT,,Archived,1539,400824487,,,
2690,,Jones Family Trust,NJ Carpentry WA,WA GT,29/03/2022,Archived,2690,403337233,Paul Bird,Paul Bird,
1245,,ACEBROOK CORPORATION PTY LTD,Noble Falls Estate GT,WA GT,10/08/2021,Archived,,,Paul Bird,Paul Bird,
2178,,Nordic Builders,Nordic Builders,WA GT,21/12/2021,Archived,2178,417922749,Amie Atkinson,Amie Atkinson,
7514,,North 2 South Executive Homes Pty Ltd,North 2 South Executive Homes,WA GT,02/07/2020,Archived,,0408 097 539,Andrew Penson,Debbie Stone,
1585,,NVR SOLUTIONS PTY LTD,NVR Solutions Pty Ltd,WA GT,10/08/2021,Archived,,92447000,,,
5949,,Nxt Gen Roof Carpentry,Nxt Gen Roof Carpentry,WA GT,04/02/2021,Archived,5949,0408 617 086,,,
10680,,Benjamin Aron Bavoillot,Nxt Lvl Bricklaying,WA GT,30/05/2023,Archived,,0400 516 213,Caris Aziz,Murray Wilson,
1988,,O'LEARY BUILDING PTY. LTD.,O'LEARY BUILDING PTY LTD,WA GT,10/08/2021,Archived,1988,413166213,Tony Del Borello,Tony Del Borello,
2179,,A.M Peacey & T.J Peacey,Option Refrigeration & Air conditioning,WA GT,13/02/2020,Archived,2179,899383905,Amie Atkinson,Amie Atkinson,
529,,P.A.T CARPENTRY PTY LTD,P.A.T Carpentry Pty Ltd,WA GT,29/03/2022,Archived,,0427 615 239,,,
2415,,Palmer Civil Construction,Palmer Civil Construction (GT),WA GT,23/06/2021,Archived,2415,9844 3900,,,
2303,,"PALMER, KARL ANTHONY",Palmers Carpentry Services,WA GT,10/08/2021,Archived,2303,407994584,Tony Del Borello,Tony Del Borello,
2180,,PATTEN CEILINGS,Patten Ceilings,WA GT,13/02/2020,Archived,2180,427841049,Amie Atkinson,Amie Atkinson,
752,,PAUL BARKEY ELECTRICAL PTY LTD,Paul Barkey Electrical Pty Ltd,WA GT,10/08/2021,Archived,,409709890,Kevin Presenza,Kevin Presenza,
2458,,"BUGG, PAUL GERARD KEAST",Paul G Bugg,WA GT,29/06/2022,Archived,2458,,Tony Harvey,Tony Harvey,
10115,,Paul John O'Brien,Paul O'Brien,WA GT,12/04/2023,Archived,,424244792,Murray Wilson,Murray Wilson,
1746,,Precision Cabling Systems Pty Ltd,PCS Group WA (GT),WA GT,28/06/2023,Archived,1746,0419 849 079,,,
1901,,Peak Constructions WA,Peak Constructions WA,WA GT,29/04/2020,Archived,1901,412033557,,,
5869,,Tahree Pty Ltd as trustee for the Greg Lloyd Family Trust,Pearsons Spray Painting,WA GT,08/10/2019,Archived,5869,9841 1022,Andrew Penson,Andrew Penson,
1840,,PEMBROKE LONDON HOMES PTY LTD,Pembroke London Homes Pty Ltd,WA GT,29/03/2022,Archived,,411307017,,,
603,,"TOWNSEND, PERRY",Perry Townsend Carpentry,WA GT,31/08/2022,Archived,603,9457 7151,,,
5158,,Perth Solar Force,Perth Solar Force -Geraldton GT,WA GT,04/05/2020,Archived,5158,08 9308 0335,Amie Atkinson,Amie Atkinson,
1841,,,Peter Allen,WA GT,10/08/2021,Archived,,412983475,,,
5322,,PGS Industries,PGS Industries,WA GT,26/02/2021,Archived,5322,(08) 9302 1154,,,
1860,,"MILHINCH, PHILIP LINDSA",Phil's First Class Construction,WA GT,29/03/2022,Archived,1860,428198402,Tony Del Borello,Tony Del Borello,
2249,,PINDAN ASSET MANAGEMENT PTY LTD,Pindan Asset Management (Geraldton GT),WA GT,31/03/2021,Archived,2249,894715300,Amie Atkinson,Amie Atkinson,
1913,,Pindan Asset Management Pty Ltd,Pindan Asset Management (Perth GT),WA GT,21/12/2018,Archived,1913,894715300,,,
9964,,Pindan Asset Management Pty Ltd (Administrators Appointed) (Under Licence),Pindan Asset Management Pty Ltd (Administrators Appointed) (Under Licence),WA GT,01/12/2022,Archived,9964,08 9471 5300,Amie Atkinson,Amie Atkinson,
2062,,Pindan group Pty Ltd,Pindan Pty Ltd (Bunbury GT),WA GT,23/06/2017,Archived,2062,08 6274 7372,,,
1699,,"PAGE, DANIEL",Pinnacle Carpentry + Maintenance,WA GT,29/03/2022,Archived,1699,423731317,Tony Del Borello,Tony Del Borello,
705,,PITCH MASTERS PTY LTD,Pitch Masters Pty Ltd,WA GT,05/08/2022,Archived,705,408226148,Goran Mirosevic,Goran Mirosevic,
2886,,PJ Short Carpentry,PJ Short Carpentry,WA GT,29/03/2022,Archived,2886,,,,
537,,PJT CONTRACTING PTY LTD,PJT Contracting,WA GT,10/08/2021,Archived,,,Paul Bird,Paul Bird,
2184,,Polyseal Waterproofing (WA) Pty Ltd,Polyseal - GT,WA GT,29/03/2022,Archived,2184,94181079,Tony Del Borello,Tony Del Borello,
2234,,Positiva Building Pty Ltd,Positiva Building Pty Ltd - GT,WA GT,29/03/2022,Archived,2234,417908470,,,
1835,,PRECISE AIR GROUP PTY LTD,Precise Air Group P/L,WA GT,29/03/2022,Archived,1835,1300882185,Kevin Presenza,Kevin Presenza,
1904,,PREMIER COAL LIMITED,Premier Coal,WA GT,31/03/2022,Archived,1904,897802258,,,
2266,,The Trustee for The Preston Family Trust,Preston Carpentry WA,WA GT,10/08/2021,Archived,,422199331,Tony Del Borello,Tony Del Borello,
900,,,Primesite Developments PTY LTD,WA GT,29/03/2022,Archived,,,,,
5420,,Primo Carpentry (WA) Pty Ltd,Primo Carpentry (WA) Pty Ltd,WA GT,12/10/2020,Archived,5420,0421 359 500,Goran Mirosevic,Goran Mirosevic,
9765,,,Pro West Roofing,WA GT,24/03/2021,Archived,,0433 678 330,Monika Southern,,
2308,,PROFIX STEEL PTY LTD,Profix Steel Pty Ltd,WA GT,29/03/2022,Archived,2308,458743218,,,
2345,,Progressive Tiling Services Pty Ltd,Progressive Tiling Services Pty Ltd,WA GT,04/08/2021,Archived,2345,402033409,Goran Mirosevic,Goran Mirosevic,
1617,,PROWEST CEILINGS PTY LTD,Prowest Ceilings Pty Ltd,WA GT,29/03/2022,Archived,1617,404263000,,,
2252,,PRYORITY LIFESTYLES PTY LTD,Pryority Lifestyles,WA GT,29/03/2022,Archived,2252,402550826,,,
2980,,Aluwincon Pty Ltd,PS Chester & Son Building Contractors,WA GT,14/09/2021,Archived,2980,08 9921 1633,Amie Atkinson,Amie Atkinson,
2970,,PWA ELETRICAL SERVICES PTY LTD,PWA ELETRICAL SERVICES PTY LTD - GT,WA GT,28/06/2023,Archived,,892092990,Kevin Presenza,Kevin Presenza,
1529,,QUIKSMART CEILINGS PTY LTD,Quiksmart Ceilings Pty Ltd,WA GT,10/08/2021,Archived,1529,458679792,Tony Del Borello,Tony Del Borello,
9096,,Raptor Group Investments P/L,Raptor Group,WA GT,15/06/2021,Archived,9096,458296015,,,
1729,,RBG BUILDERS PTY. LTD.,RBG Builders,WA GT,29/03/2022,Archived,1729,417725083,,,
6175,,Peter Read,Readys Carpentry and Construction,WA GT,26/05/2020,Archived,6175,428130533,,,
10124,,Jason Polman,Reddog Roof-n,WA GT,29/11/2021,Archived,,0412 999 602,Monika Southern,Goran Mirosevic,
3580,,RG Bricklaying & blocklaying,RG Bricklaying,WA GT,27/04/2023,Archived,3580,,Chloe Woodgate,Wayne Hancock,
865,,,Ringma Cabinets,WA GT,04/04/2022,Archived,,(08) 9497 5550,,,
527,,RISH ROOFS PTY LTD,Rish Roofs,WA GT,29/01/2021,Archived,527,0448 924 251,Goran Mirosevic,Goran Mirosevic,
7100,,Riverina Co Pty Ltd,Riverina Co Pty Ltd,WA GT,18/07/2022,Archived,7100,,,,
4051,,Trouconstruct Pty Ltd,RLJ Carpentry,WA GT,17/06/2020,Archived,4051,,Tony Del Borello,Tony Del Borello,
10302,,Ryan Neville Morgan,RNM Carpentry,WA GT,05/07/2022,Archived,10302,0416 219 396,Caris Aziz,Natasha Nardone,
2353,,ROB STONE ROOFING SERVICES,Rob Stone Roofing Services,WA GT,05/12/2017,Archived,2353,892917878,,,
7070,,Robbins Carpentry,Robbins Carpentry,WA GT,13/09/2021,Archived,,,Amie Atkinson,Amie Atkinson,
10354,,ROLLE CONSTRUCTIONS PTY LTD,Rolle Constructions,WA GT,17/05/2023,Archived,10354,0402 443 998,Monika Southern,Goran Mirosevic,
310,,,Royal Agricultural Society GT,WA GT,29/03/2022,Archived,310,,Kevin Presenza,,
3568,,Rusty's Marine,Rusty's Marine,WA GT,24/05/2022,Archived,3568,898421022,,,
10066,,Ryan Paul Harrison,Ryan Harrison,WA GT,28/03/2023,Archived,,0411 800 090,Monika Southern,Murray Wilson,
9891,,Ryan Krentzin,Ryan Krentzin,WA GT,28/04/2022,Archived,,0439 022 178,Monika Southern,,
756,,Ryden Electrical,Ryden Electrical,WA GT,09/05/2022,Archived,756,893431941,Kevin Presenza,Kevin Presenza,
2213,,S & E Goodings,S & E Goodings,WA GT,29/03/2022,Archived,2213,409118075,Paul Bird,Paul Bird,
2181,,The SA & CA Clancy Family trust,SA & CA Clancy Sheds and Roofing,WA GT,04/06/2020,Archived,2181,400067772,Amie Atkinson,Amie Atkinson,
10050,,Karen Marie Earnshaw,Sal Cheveux,WA GT,13/10/2021,Archived,10050,94936888,,Murray Wilson,
2888,,A&A Sallis Family Trust,Sallis Carpentry,WA GT,29/03/2022,Archived,2888,,,,
1891,,SALOMONE FAMILY TRUST,Salomone Plasterers,WA GT,29/03/2022,Archived,1891,411644486,,,
1566,,WRIDGWAYS PTY LTD,Santa Fe / Wridgeways - GT Perth,WA GT,10/08/2021,Archived,1566,395547300,Chloe Woodgate,,
3012,,,Schlager Homes,WA GT,18/07/2018,Archived,,,,,
3820,,Scullysong Construction Pty Ltd,Scullysong Construction Pty Ltd,WA GT,29/03/2022,Archived,3820,,Tony Del Borello,Tony Del Borello,
3219,,Seabreeze Trading Corporation Pty Ltd,Seabreeze Contracting,WA GT,28/09/2021,Archived,3219,08 9185 1759,Monika Southern,Goran Mirosevic,
2182,,"Huggins, Shaun Michael",Shaun Huggins Bricklaying,WA GT,13/02/2020,Archived,2182,437781987,Amie Atkinson,Amie Atkinson,
738,,"SHEADER, LESLIE ANDREW",Sheadz Carpentry,WA GT,10/08/2021,Archived,738,409083064,,Paul Bird,
10386,,Orno Interiors Pty Ltd,Sherwood Designs,WA GT,11/07/2022,Archived,,08 9328 5556,Caris Aziz,Goran Mirosevic,
5174,,Shire of Carnarvon,Shire of Carnarvon,WA GT,16/07/2020,Archived,5174,08 9941 0030,Amie Atkinson,Amie Atkinson,
3542,,The Shire of Kojonup,Shire of Kojonup,WA GT,15/04/2021,Archived,,08 9831 2900,,,
2368,,Trustee for S & R Ward Family Trust,Shoreward Builders (Perth GT),WA GT,29/03/2022,Archived,2368,406676363,Chloe Woodgate,Paul Bird,
2420,,SIME Building CO Pty Ltd,SIME Building & Construction GT,WA GT,01/09/2021,Archived,2420,890721888,,Goran Mirosevic,
2318,,The Singleton Family Trust,Singletons Carpentry,WA GT,19/03/2020,Archived,2318,409374449,Amie Atkinson,Amie Atkinson,
1903,,SJ & TA WHALE,SJ & TA Whale - GT,WA GT,29/03/2022,Archived,1903,438002232,,,
52,,,Skill Hire Kewdale GT - Work Trials,WA GT,,Archived,52,(08) 9376 2800,Charlotte Sutton,,
1538,,,Skill Hire RTO Kewdale,WA GT,,Archived,,,Charlotte Sutton,,
3794,,Skilled Carpentry Pty Ltd,Skilled Carpentry Pty Ltd,WA GT,29/03/2022,Archived,3794,,Chloe Woodgate,,
2059,,SKYLINE ROOF CARPENTRY,SKYLINE ROOF CARPENTRY (GT),WA GT,22/04/2020,Archived,2059,,,,
4417,,Skyward Roofing Services PTY LTD,Skyward Roofing Services PTY LTD,WA GT,29/03/2022,Archived,4417,08 9207 2822,Chloe Woodgate,,
4217,,SLP Developments Pty Ltd,SLP Carpentry,WA GT,29/03/2022,Archived,4217,,Tony Del Borello,Tony Del Borello,
3362,,,Smith Construction,WA GT,23/03/2020,Archived,3362,(08) 9791 3080,,,
1720,,,Smith Constructions Albany Pty Ltd,WA GT,30/03/2020,Archived,1720,897913080,,,
539,,,SN Trust,WA GT,10/08/2021,Archived,,418946541,,,
10511,,Alex Stuart Bowley t/a Solid Carpentry,Solid Carpentry,WA GT,30/11/2022,Archived,10511,0430 188 008,Caris Aziz,Goran Mirosevic,
2189,,Southerly Homes Pty Ltd,Southerly Homes Pty Ltd,WA GT,18/06/2021,Archived,2189,0409 111 312,Amie Atkinson,Amie Atkinson,
3291,,Spanos Carpentry Pty Ltd,Spanos Carpentry Pty Ltd,WA GT,29/03/2022,Archived,3291,0421 810 346,Chloe Woodgate,,
2175,,H.J.S. SERVICES PTY LTD,Speedy Cabinets,WA GT,12/10/2021,Archived,2175,899645252,Amie Atkinson,Amie Atkinson,
